Accession	ID	Name	TFs	EnsemblID
M06136	ZNF647_01	ZNF647	ZNF250	ENSG00000196150
M06137	ZNF647_02	ZNF647	ZNF250	ENSG00000196150
M06138	ZNF23_03	ZNF23	ZNF23	ENSG00000167377
M06139	ZNF324_02	ZNF324	ZNF324	ENSG00000083812
M06140	ZNF647_03	ZNF647	ZNF250	ENSG00000196150
M06141	ZNF708_02	ZNF708	ZNF708	ENSG00000182141
M06142	ZNF708_03	ZNF708	ZNF708	ENSG00000182141
M06143	ZNF16_03	ZNF16	ZNF16	ENSG00000170631
M06144	ZKSCAN1_02	ZKSCAN1	ZKSCAN1	ENSG00000106261
M06145	ZNF132_01	ZNF132	ZNF132	ENSG00000131849
M06146	ZNF45_01	ZNF45	ZNF45	ENSG00000124459
M06147	ZNF41_01	ZNF41	ZFP41;ZNF41	ENSG00000181638;ENSG00000147124
M06148	ZNF41_02	ZNF41	ZFP41;ZNF41	ENSG00000181638;ENSG00000147124
M06149	ZNF132_02	ZNF132	ZNF132	ENSG00000131849
M06150	ZNF81_01	ZNF81	ZNF81	ENSG00000197779
M06151	ZNF84_01	ZNF84	ZNF84	ENSG00000198040
M06152	ZNF84_02	ZNF84	ZNF84	ENSG00000198040
M06153	ZNF83_01	ZNF83	ZNF83	ENSG00000167766
M06154	ZNF132_03	ZNF132	ZNF132	ENSG00000131849
M06155	ZNF135_01	ZNF135	ZNF135	ENSG00000176293
M06156	ZNF75_01	ZNF75	ZNF75D	ENSG00000186376
M06157	ZNF445_01	ZNF445	ZNF445	ENSG00000185219
M06158	ZNF157_01	ZNF157	ZNF157	ENSG00000147117
M06159	ZNF83_02	ZNF83	ZNF83	ENSG00000167766
M06160	ZNF92_01	ZNF92	ZFP92;ZNF92	ENSG00000189420;ENSG00000146757
M06161	ZNF117_01	ZNF117	ZNF117	ENSG00000152926
M06162	ZNF93_01	ZNF93	ZNF235;ZNF93	ENSG00000159917;ENSG00000184635
M06163	ZNF121_01	ZNF121	ZNF121	ENSG00000197961
M06164	ZNF157_02	ZNF157	ZNF157	ENSG00000147117
M06166	ZNF92_02	ZNF92	ZFP92;ZNF92	ENSG00000189420;ENSG00000146757
M06167	ZNF93_02	ZNF93	ZNF235;ZNF93	ENSG00000159917;ENSG00000184635
M06168	ZNF85_01	ZNF85	ZNF85	ENSG00000105750
M06169	ZNF83_03	ZNF83	ZNF83	ENSG00000167766
M06170	ZNF90_01	ZNF90	ZFP90;ZNF90	ENSG00000184939;ENSG00000213988
M06171	ZNF138_01	ZNF138	ZNF138	ENSG00000197008
M06172	ZNF90_02	ZNF90	ZFP90;ZNF90	ENSG00000184939;ENSG00000213988
M06173	ZNF85_02	ZNF85	ZNF85	ENSG00000105750
M06174	ZNF93_03	ZNF93	ZNF235;ZNF93	ENSG00000159917;ENSG00000184635
M06175	ZNF140_01	ZNF140	ZNF140	ENSG00000196387
M06176	ZNF45_02	ZNF45	ZNF45	ENSG00000124459
M06177	ZNF41_03	ZNF41	ZFP41;ZNF41	ENSG00000181638;ENSG00000147124
M06178	ZNF81_02	ZNF81	ZNF81	ENSG00000197779
M06179	ZNF445_02	ZNF445	ZNF445	ENSG00000185219
M06180	ZNF445_03	ZNF445	ZNF445	ENSG00000185219
M06181	CT53_01	CT53	ZNF165	ENSG00000197279
M06182	ZNF132_04	ZNF132	ZNF132	ENSG00000131849
M06183	ZNF132_05	ZNF132	ZNF132	ENSG00000131849
M06184	ZNF85_03	ZNF85	ZNF85	ENSG00000105750
M06185	ZNF92_03	ZNF92	ZFP92;ZNF92	ENSG00000189420;ENSG00000146757
M06188	ZNF135_02	ZNF135	ZNF135	ENSG00000176293
M06189	ZNF91_01	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06190	ZXDA_01	ZXDA	ZXDA	ENSG00000198205
M06191	ZXDB_01	ZXDB	ZXDB	ENSG00000198455
M06192	ZNF135_03	ZNF135	ZNF135	ENSG00000176293
M06193	ZNF117_02	ZNF117	ZNF117	ENSG00000152926
M06194	ZNF121_02	ZNF121	ZNF121	ENSG00000197961
M06195	ZNF90_03	ZNF90	ZFP90;ZNF90	ENSG00000184939;ENSG00000213988
M06196	ZNF81_03	ZNF81	ZNF81	ENSG00000197779
M06197	ZNF84_03	ZNF84	ZNF84	ENSG00000198040
M06198	ZNF76_01	ZNF76	ZNF76	ENSG00000065029
M06199	ZNF135_04	ZNF135	ZNF135	ENSG00000176293
M06200	ZNF45_03	ZNF45	ZNF45	ENSG00000124459
M06201	ZNF93_04	ZNF93	ZNF235;ZNF93	ENSG00000159917;ENSG00000184635
M06202	ZXDB_02	ZXDB	ZXDB	ENSG00000198455
M06203	ZXDA_02	ZXDA	ZXDA	ENSG00000198205
M06204	ZNF211_01	ZNF211	ZNF211	ENSG00000121417
M06205	ZSCAN2_01	Zscan2	ZSCAN2	ENSG00000176371
M06206	ZFP112_01	Zfp112	ZNF112	ENSG00000062370
M06208	ZNF460_01	ZNF460	ZNF460	ENSG00000197714
M06209	ZNF616_01	ZNF616	ZNF616	ENSG00000204611
M06210	ZNF33A_01	ZNF33a	ZNF33A	ENSG00000189180
M06211	ZNF33A_02	ZNF33a	ZNF33A	ENSG00000189180
M06212	ZNF33B_01	ZNF33b	ZNF33B	ENSG00000196693
M06213	ZNF267_01	znf267	ZNF267	ENSG00000185947
M06214	ZNF33B_02	ZNF33b	ZNF33B	ENSG00000196693
M06215	ZNF33B_03	ZNF33b	ZNF33B	ENSG00000196693
M06216	ZNF33A_03	ZNF33a	ZNF33A	ENSG00000189180
M06217	ZNF169_01	ZNF169	ZNF169	ENSG00000175787
M06218	ZNF169_02	ZNF169	ZNF169	ENSG00000175787
M06219	ZNF266_01	ZNF266	ZNF266	ENSG00000174652
M06220	ZNF155_01	ZNF155	ZNF155	ENSG00000204920
M06221	ZNF91_02	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06222	ZNF273_01	ZNF273	ZNF273	ENSG00000198039
M06223	ZNF155_02	ZNF155	ZNF155	ENSG00000204920
M06224	ZNF415_01	ZNF415	ZNF415	ENSG00000170954
M06226	ZNF460_02	ZNF460	ZNF460	ENSG00000197714
M06227	ZNF543_01	ZNF543	ZNF543	ENSG00000178229
M06228	ZNF543_02	ZNF543	ZNF543	ENSG00000178229
M06229	ZNF91_03	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06230	ZSCAN2_02	Zscan2	ZSCAN2	ENSG00000176371
M06231	ZNF273_02	ZNF273	ZNF273	ENSG00000198039
M06232	ZNF234_01	ZNF234	ZNF234	ENSG00000263002
M06233	ZNF91_04	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06234	ZNF91_05	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06235	ZNF267_02	znf267	ZNF267	ENSG00000185947
M06236	ZNF267_03	znf267	ZNF267	ENSG00000185947
M06237	ZNF846_01	ZNF846	ZNF846	ENSG00000196605
M06238	ZFP112_02	Zfp112	ZNF112	ENSG00000062370
M06239	ZNF844_01	ZNF844	ZNF844	ENSG00000223547
M06240	ZNF616_02	ZNF616	ZNF616	ENSG00000204611
M06241	ZNF345_01	ZNF345	ZNF345	ENSG00000251247
M06242	ZNF266_02	ZNF266	ZNF266	ENSG00000174652
M06243	ZNF266_03	ZNF266	ZNF266	ENSG00000174652
M06244	ZNF616_03	ZNF616	ZNF616	ENSG00000204611
M06245	ZNF763_01	ZNF763	ZNF763	ENSG00000197054
M06246	ZNF177_01	ZNF177	ZNF177	ENSG00000188629
M06247	ZNF234_02	ZNF234	ZNF234	ENSG00000263002
M06248	ZNF91_06	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06249	ZNF616_04	ZNF616	ZNF616	ENSG00000204611
M06250	ZNF345_02	ZNF345	ZNF345	ENSG00000251247
M06251	ZSCAN2_03	Zscan2	ZSCAN2	ENSG00000176371
M06252	ZNF415_02	ZNF415	ZNF415	ENSG00000170954
M06253	ZSCAN2_04	Zscan2	ZSCAN2	ENSG00000176371
M06254	ZNF267_04	znf267	ZNF267	ENSG00000185947
M06255	ZNF846_02	ZNF846	ZNF846	ENSG00000196605
M06256	ZNF177_02	ZNF177	ZNF177	ENSG00000188629
M06257	ZNF616_05	ZNF616	ZNF616	ENSG00000204611
M06258	ZNF345_03	ZNF345	ZNF345	ENSG00000251247
M06259	ZNF91_07	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06260	ZNF91_08	ZNF91	ZFP91;ZNF91	ENSG00000186660;ENSG00000167232
M06262	ZNF415_03	ZNF415	ZNF415	ENSG00000170954
M06263	ZNF211_02	ZNF211	ZNF211	ENSG00000121417
M06264	ZFP30_04	Zfp30	ZFP30;ZNF30	ENSG00000120784;ENSG00000168661
M06265	ZNF791_01	ZNF791	ZNF791	ENSG00000173875
M06266	ZNF284_01	ZNF284	ZNF284	ENSG00000186026
M06267	ZNF805_01	ZNF805	ZNF805	ENSG00000204524
M06268	ZNF260_01	ZNF260	ZNF260	ENSG00000254004
M06269	ZNF569_01	ZNF569	ZNF569	ENSG00000196437
M06270	ZNF468_01	ZNF468	ZNF468	ENSG00000204604
M06271	ZNF284_02	ZNF284	ZNF284	ENSG00000186026
M06272	ZNF569_02	ZNF569	ZNF569	ENSG00000196437
M06273	ZNF766_01	ZNF766	ZNF766	ENSG00000196214
M06274	ZFP30_05	Zfp30	ZFP30;ZNF30	ENSG00000120784;ENSG00000168661
M06275	ZNF284_03	ZNF284	ZNF284	ENSG00000186026
M06276	ZNF642_01	ZNF642	ZFP69	ENSG00000187815
M06277	ZNF404_01	ZNF404	ZNF404	ENSG00000176222
M06278	TCF17_05	TCF17	ZNF354A	ENSG00000169131
M06279	ZNF124_01	ZNF124	ZNF124	ENSG00000196418
M06280	ZNF642_02	ZNF642	ZFP69	ENSG00000187815
M06281	ZNF805_02	ZNF805	ZNF805	ENSG00000204524
M06282	ZFP206_02	ZFP206	ZSCAN10	ENSG00000130182
M06283	ZNF678_01	ZNF678	ZNF678	ENSG00000181450
M06284	COS52_01	Cos52	ZNF74	ENSG00000185252
M06285	ZNF124_02	ZNF124	ZNF124	ENSG00000196418
M06286	ZFP192_01	ZFP192	ZKSCAN8	ENSG00000198315
M06287	ZNF791_02	ZNF791	ZNF791	ENSG00000173875
M06288	ZNF829_01	ZNF829	ZNF829	ENSG00000185869
M06289	ZFP30_06	Zfp30	ZFP30;ZNF30	ENSG00000120784;ENSG00000168661
M06290	COS52_02	Cos52	ZNF74	ENSG00000185252
M06291	ZNF672_02	ZNF672	ZNF672	ENSG00000171161
M06292	ZNF766_02	ZNF766	ZNF766	ENSG00000196214
M06293	ZNF742_01	ZNF742	ZNF56	NA
M06294	ZNF805_03	ZNF805	ZNF805	ENSG00000204524
M06295	ZFP667_01	Zfp667	ZNF667	ENSG00000198046
M06296	ZNF568_01	ZNF568	ZNF568	ENSG00000198453
M06297	SREZBP_01	SRE-ZBP	ZSCAN26	ENSG00000197062
M06298	ZFP187_05	Zfp187	ZSCAN26	ENSG00000197062
M06299	ZNF672_03	ZNF672	ZNF672	ENSG00000171161
M06300	ZNF181_01	ZNF181	ZNF181	ENSG00000197841
M06301	ZNF404_02	ZNF404	ZNF404	ENSG00000176222
M06302	ZNF506_01	ZNF506	ZNF506	ENSG00000081665
M06303	ZFP206_03	ZFP206	ZSCAN10	ENSG00000130182
M06304	ZNF260_02	ZNF260	ZNF260	ENSG00000254004
M06305	ZFP583_01	Zfp583	ZNF583	ENSG00000198440
M06306	ZNF568_02	ZNF568	ZNF568	ENSG00000198453
M06307	ZNF404_03	ZNF404	ZNF404	ENSG00000176222
M06308	ZNF468_02	ZNF468	ZNF468	ENSG00000204604
M06309	ZNF678_02	ZNF678	ZNF678	ENSG00000181450
M06310	ZNF569_03	ZNF569	ZNF569	ENSG00000196437
M06311	ZNF568_03	ZNF568	ZNF568	ENSG00000198453
M06312	ZNF79_01	ZNF79	ZNF79	ENSG00000196152
M06313	ZNF678_03	ZNF678	ZNF678	ENSG00000181450
M06314	MOK2_03	MOK-2	ZNF239	ENSG00000196793
M06315	MOK2_04	MOK-2	ZNF239	ENSG00000196793
M06316	ZFP667_02	Zfp667	ZNF667	ENSG00000198046
M06317	ZNF829_02	ZNF829	ZNF829	ENSG00000185869
M06318	ZFP192_02	ZFP192	ZKSCAN8	ENSG00000198315
M06319	ZFP583_02	Zfp583	ZNF583	ENSG00000198440
M06320	ZNF791_03	ZNF791	ZNF791	ENSG00000173875
M06321	ZNF79_02	ZNF79	ZNF79	ENSG00000196152
M06322	ZNF181_02	ZNF181	ZNF181	ENSG00000197841
M06323	ZNF569_04	ZNF569	ZNF569	ENSG00000196437
M06324	E4F1_01	E4F1	E4F1	ENSG00000167967
M06325	ZNF585A_01	ZNF585A	ZNF585A	ENSG00000196967
M06326	ZNF841_01	ZNF841	ZNF841	ENSG00000197608
M06327	ZFP260_03	Zfp260	ZNF260	ENSG00000254004
M06328	ZNF343_01	ZNF343	ZNF343	ENSG00000088876
M06329	ZFP260_04	Zfp260	ZNF260	ENSG00000254004
M06330	ZFP182_01	Zfp182	ZNF182	ENSG00000147118
M06331	ZNF343_02	ZNF343	ZNF343	ENSG00000088876
M06332	ZNF585A_02	ZNF585A	ZNF585A	ENSG00000196967
M06333	ZFP182_02	Zfp182	ZNF182	ENSG00000147118
M06334	ZNF782_01	ZNF782	ZNF782	ENSG00000196597
M06335	ZNF343_03	ZNF343	ZNF343	ENSG00000088876
M06336	ZFP182_03	Zfp182	ZNF182	ENSG00000147118
M06337	ZFP316_01	Zfp316	ZNF316	ENSG00000205903
M06338	ZNF813_01	ZNF813	ZNF813	ENSG00000198346
M06339	ZNF425_01	ZNF425	ZNF425	ENSG00000204947
M06340	ZNF790_01	ZNF790	ZNF790	ENSG00000197863
M06341	ZNF790_02	ZNF790	ZNF790	ENSG00000197863
M06342	ZFP329_01	Zfp329	ZNF329	ENSG00000181894
M06343	ZNF841_02	ZNF841	ZNF841	ENSG00000197608
M06344	ZNF530_01	ZNF530	ZNF530	ENSG00000183647
M06345	ZNF836_01	ZNF836	ZNF836	ENSG00000196267
M06346	E4F1_02	E4F1	E4F1	ENSG00000167967
M06347	ZNF782_02	ZNF782	ZNF782	ENSG00000196597
M06348	TCF17_06	TCF17	ZNF354A	ENSG00000169131
M06349	ZFP629_01	Zfp629	ZNF629	ENSG00000102870
M06350	ZNF449_01	ZNF449	ZNF449	ENSG00000173275
M06351	ZNF705A_01	ZNF705A	ZNF705A	ENSG00000196946
M06352	ZNF425_02	ZNF425	ZNF425	ENSG00000204947
M06353	ZNF782_03	ZNF782	ZNF782	ENSG00000196597
M06354	ZNF449_02	ZNF449	ZNF449	ENSG00000173275
M06355	ZNF841_03	ZNF841	ZNF841	ENSG00000197608
M06356	ZNF425_03	ZNF425	ZNF425	ENSG00000204947
M06357	ZFP629_02	Zfp629	ZNF629	ENSG00000102870
M06358	ZNF787_01	ZNF787	ZNF787	ENSG00000142409
M06359	ZNF562_01	ZNF562	ZNF562	ENSG00000171466
M06360	ZNF626_01	ZNF626	ZNF626	ENSG00000188171
M06361	ZFP316_02	Zfp316	ZNF316	ENSG00000205903
M06362	ZNF730_01	ZNF730	ZNF730	ENSG00000183850
M06363	ZNF730_02	ZNF730	ZNF730	ENSG00000183850
M06364	ZNF841_04	ZNF841	ZNF841	ENSG00000197608
M06365	ZNF813_02	ZNF813	ZNF813	ENSG00000198346
M06366	ZNF530_02	ZNF530	ZNF530	ENSG00000183647
M06367	ZNF530_03	ZNF530	ZNF530	ENSG00000183647
M06368	ZFP260_05	Zfp260	ZNF260	ENSG00000254004
M06369	ZFP1_01	ZFP1	ZFP1	ENSG00000184517
M06370	ZNF585A_03	ZNF585A	ZNF585A	ENSG00000196967
M06371	ZFP329_02	Zfp329	ZNF329	ENSG00000181894
M06372	ZNF841_05	ZNF841	ZNF841	ENSG00000197608
M06373	ZNF322A_01	ZNF322A	ZNF322	ENSG00000181315
M06374	ZNF626_02	ZNF626	ZNF626	ENSG00000188171
M06375	ZFP629_03	Zfp629	ZNF629	ENSG00000102870
M06376	ZNF770_01	ZNF770	ZNF770	ENSG00000198146
M06377	ZNF773_01	ZNF773	ZNF773	ENSG00000152439
M06378	ZNF562_02	ZNF562	ZNF562	ENSG00000171466
M06379	ZNF770_02	ZNF770	ZNF770	ENSG00000198146
M06380	ZNF787_02	ZNF787	ZNF787	ENSG00000142409
M06381	ZNF585A_04	ZNF585A	ZNF585A	ENSG00000196967
M06382	ZNF773_02	ZNF773	ZNF773	ENSG00000152439
M06383	ZFP629_04	Zfp629	ZNF629	ENSG00000102870
M06384	ZNF551_01	ZNF551	ZNF551	ENSG00000204519
M06385	EZI_04	EZI	ZNF467	ENSG00000181444
M06386	ZNF836_02	ZNF836	ZNF836	ENSG00000196267
M06387	ZSCAN2_05	ZSCAN2	ZSCAN2	ENSG00000176371
M06388	ZNF677_01	ZNF677	ZNF677	ENSG00000197928
M06389	ZNF573_01	ZNF573	ZNF573	ENSG00000189144
M06390	ZNF227_01	ZNF227	ZNF227	ENSG00000131115
M06391	ZNF836_03	ZNF836	ZNF836	ENSG00000196267
M06392	ZNF765_01	ZNF765	ZNF765	ENSG00000196417
M06393	ZNF765_02	ZNF765	ZNF765	ENSG00000196417
M06394	ZNF761_01	ZNF761	ZNF761	ENSG00000160336
M06395	ZNF534_01	ZNF534	ZNF534	ENSG00000198633
M06396	SC1_02	SC-1	TCF19	ENSG00000137310
M06397	ZNF761_02	ZNF761	ZNF761	ENSG00000160336
M06398	ZNF761_03	ZNF761	ZNF761	ENSG00000160336
M06399	ZNF551_02	ZNF551	ZNF551	ENSG00000204519
M06400	ZNF497_01	ZNF497	ZNF497	ENSG00000174586
M06401	ZNF551_03	ZNF551	ZNF551	ENSG00000204519
M06402	ZNF493_01	ZNF493	ZNF493	ENSG00000196268
M06403	ZNF788_01	ZNF788	ZNF788	ENSG00000214189
M06404	ZNF497_02	ZNF497	ZNF497	ENSG00000174586
M06405	ZNF329_01	ZNF329	ZNF329	ENSG00000181894
M06406	ZNF534_02	ZNF534	ZNF534	ENSG00000198633
M06407	ZNF677_02	ZNF677	ZNF677	ENSG00000197928
M06408	ZSCAN30_01	ZSCAN30	ZSCAN30	ENSG00000186814
M06409	ZNF329_02	ZNF329	ZNF329	ENSG00000181894
M06410	ZNF497_03	ZNF497	ZNF497	ENSG00000174586
M06411	ZNF662_01	ZNF662	ZNF662	ENSG00000182983
M06412	ZNF227_02	ZNF227	ZNF227	ENSG00000131115
M06413	ZNF573_02	ZNF573	ZNF573	ENSG00000189144
M06414	ZNF573_03	ZNF573	ZNF573	ENSG00000189144
M06415	ZNF429_01	ZNF429	ZNF429	ENSG00000197013
M06416	ZNF429_02	ZNF429	ZNF429	ENSG00000197013
M06417	ZNF771_01	ZNF771	ZNF771	ENSG00000179965
M06418	ZFP787_01	Zfp787	ZNF787	ENSG00000142409
M06419	ZNF493_02	ZNF493	ZNF493	ENSG00000196268
M06420	ZNF493_03	ZNF493	ZNF493	ENSG00000196268
M06421	ZNF534_03	ZNF534	ZNF534	ENSG00000198633
M06422	ZNF836_04	ZNF836	ZNF836	ENSG00000196267
M06423	ZNF571_01	ZNF571	ZNF571	ENSG00000180479
M06424	ZNF788_02	ZNF788	ZNF788	ENSG00000214189
M06425	ZNF227_03	ZNF227	ZNF227	ENSG00000131115
M06426	ZNF761_04	ZNF761	ZNF761	ENSG00000160336
M06427	EZI_05	EZI	ZNF467	ENSG00000181444
M06428	ZNF227_04	ZNF227	ZNF227	ENSG00000131115
M06429	ZSCAN2_06	ZSCAN2	ZSCAN2	ENSG00000176371
M06430	ZNF329_03	ZNF329	ZNF329	ENSG00000181894
M06431	ZNF788_03	ZNF788	ZNF788	ENSG00000214189
M06432	ZNF571_02	ZNF571	ZNF571	ENSG00000180479
M06433	ZNF571_03	ZNF571	ZNF571	ENSG00000180479
M06434	ZFP787_02	Zfp787	ZNF787	ENSG00000142409
M06435	ZNF429_03	ZNF429	ZNF429	ENSG00000197013
M06436	ZNF836_05	ZNF836	ZNF836	ENSG00000196267
M06437	ZNF836_06	ZNF836	ZNF836	ENSG00000196267
M06438	ZNF227_05	ZNF227	ZNF227	ENSG00000131115
M06439	ZNF647_04	Znf647	ZNF250	ENSG00000196150
M06440	ZNF493_04	ZNF493	ZNF493	ENSG00000196268
M06441	ZSCAN30_02	ZSCAN30	ZSCAN30	ENSG00000186814
M06442	ZNF647_05	Znf647	ZNF250	ENSG00000196150
M06443	ZKSCAN1_03	Zkscan1	ZKSCAN1	ENSG00000106261
M06444	ZNF557_01	ZNF557	ZNF557	ENSG00000130544
M06445	ZNF283_01	ZNF283	ZNF283	ENSG00000167637
M06446	ZNF525_01	ZNF525	ZNF525	ENSG00000203326
M06447	ZNF547_01	ZNF547	ZNF547	ENSG00000152433
M06448	ZNF808_01	ZNF808	ZNF808	ENSG00000198482
M06449	ZNF567_01	znf567	ZNF567	ENSG00000189042
M06450	ZBTB20_02	Zbtb20	ZBTB20	ENSG00000181722
M06451	ZNF614_01	ZNF614	ZNF614	ENSG00000142556
M06452	ZNF567_02	znf567	ZNF567	ENSG00000189042
M06453	ZFP786_01	Zfp786	ZNF786	ENSG00000197362
M06454	ZNF786_01	ZNF786	ZNF786	ENSG00000197362
M06455	ZNF695_01	ZNF695	ZNF695	ENSG00000197472
M06456	ZFP689_01	Zfp689	ZNF689	ENSG00000156853
M06458	ZNF441_01	ZNF441	ZNF441	ENSG00000197044
M06459	ZFP668_01	Zfp668	ZNF668	ENSG00000167394
M06460	ZNF808_02	ZNF808	ZNF808	ENSG00000198482
M06461	ZNF557_02	ZNF557	ZNF557	ENSG00000130544
M06462	ZNF441_02	ZNF441	ZNF441	ENSG00000197044
M06463	ZNF595_01	ZNF595	ZNF595	ENSG00000272602
M06464	ZNF679_01	znf679	ZNF679	ENSG00000197123
M06465	ZNF595_02	ZNF595	ZNF595	ENSG00000272602
M06466	ZFP786_02	Zfp786	ZNF786	ENSG00000197362
M06467	ZNF695_02	ZNF695	ZNF695	ENSG00000197472
M06468	ZNF808_03	ZNF808	ZNF808	ENSG00000198482
M06469	ZNF441_03	ZNF441	ZNF441	ENSG00000197044
M06470	ZNF441_04	ZNF441	ZNF441	ENSG00000197044
M06471	ZNF283_02	ZNF283	ZNF283	ENSG00000167637
M06472	ZFP771_01	Zfp771	ZNF771	ENSG00000179965
M06473	ZNF440_01	znf440	ZNF440	ENSG00000171295
M06474	ZFP46_01	Zfp46	ZBTB25;ZNF436	ENSG00000089775;ENSG00000125945
M06475	ZNF679_02	znf679	ZNF679	ENSG00000197123
M06476	ZNF34_01	ZNF34	ZNF34	ENSG00000196378
M06477	HZF12_01	HZF12	ZNF101	ENSG00000181896
M06478	ZNF433_01	ZNF433	ZNF433	ENSG00000197647
M06479	HZF12_02	HZF12	ZNF101	ENSG00000181896
M06480	ZNF440_02	znf440	ZNF440	ENSG00000171295
M06481	ZNF433_02	ZNF433	ZNF433	ENSG00000197647
M06482	ZNF547_02	ZNF547	ZNF547	ENSG00000152433
M06483	ZNF595_03	ZNF595	ZNF595	ENSG00000272602
M06484	ZNF683_01	ZNF683	ZNF683	ENSG00000176083
M06485	ZNF808_04	ZNF808	ZNF808	ENSG00000198482
M06486	ZNF610_01	ZNF610	ZNF610	ENSG00000167554
M06487	ZNF695_03	ZNF695	ZNF695	ENSG00000197472
M06488	ZNF595_04	ZNF595	ZNF595	ENSG00000272602
M06489	ZFP322A_01	Zfp322a	ZNF322	ENSG00000181315
M06490	ZNF664_01	ZNF664	ZNF664	ENSG00000179195
M06491	ZFP770_01	Zfp770	ZNF770	ENSG00000198146
M06492	ZFP770_02	Zfp770	ZNF770	ENSG00000198146
M06493	ZFP668_02	Zfp668	ZNF668	ENSG00000167394
M06494	ZFP770_03	Zfp770	ZNF770	ENSG00000198146
M06495	ZNF433_03	ZNF433	ZNF433	ENSG00000197647
M06496	ZNF808_05	ZNF808	ZNF808	ENSG00000198482
M06497	ZFP770_04	Zfp770	ZNF770	ENSG00000198146
M06498	ZNF283_03	ZNF283	ZNF283	ENSG00000167637
M06499	ZNF383_01	znf383	ZNF383	ENSG00000188283
M06500	ZNF614_02	ZNF614	ZNF614	ENSG00000142556
M06501	ZNF76_02	ZNF76	ZNF76	ENSG00000065029
M06502	ZFP668_03	Zfp668	ZNF668	ENSG00000167394
M06503	ZFP46_02	Zfp46	ZBTB25;ZNF436	ENSG00000089775;ENSG00000125945
M06504	ZFP62_01	ZFP62	BCL6B;ZFP62	ENSG00000161940;ENSG00000196670
M06505	ZNF417_01	znf417	ZNF417	ENSG00000173480
M06506	ZFP62_02	ZFP62	BCL6B;ZFP62	ENSG00000161940;ENSG00000196670
M06507	ZFP90_02	ZFP90	ZFP90;ZNF90	ENSG00000184939;ENSG00000213988
M06508	ZNF114_01	ZNF114	ZNF114	ENSG00000178150
M06509	CTCFL_02	CTCFL	CTCFL	ENSG00000124092
M06510	ZFP62_03	ZFP62	BCL6B;ZFP62	ENSG00000161940;ENSG00000196670
M06511	ZNF721_01	ZNF721	ZNF721	ENSG00000182903
M06512	GIOT1_01	GIOT-1	ZNF461	ENSG00000197808
M06513	ZFP90_03	ZFP90	ZFP90;ZNF90	ENSG00000184939;ENSG00000213988
M06514	ZNF721_02	ZNF721	ZNF721	ENSG00000182903
M06515	ZNF721_03	ZNF721	ZNF721	ENSG00000182903
M06516	ZNF418_01	ZNF418	ZNF418	ENSG00000196724
M06517	ZNF431_01	ZNF431	ZNF431	ENSG00000196705
M06518	ZNF383_02	znf383	ZNF383	ENSG00000188283
M06519	ZNF397_01	ZNF397	ZNF397	ENSG00000186812
M06520	ZNF721_04	ZNF721	ZNF721	ENSG00000182903
M06521	ZFP62_04	ZFP62	BCL6B;ZFP62	ENSG00000161940;ENSG00000196670
M06522	ZNF519_01	ZNF519	ZNF519	ENSG00000175322
M06523	ZNF527_01	ZNF527	ZNF527	ENSG00000189164
M06524	ZNF721_05	ZNF721	ZNF721	ENSG00000182903
M06525	ZNF431_02	ZNF431	ZNF431	ENSG00000196705
M06526	ZNF555_01	ZNF555	ZNF555	ENSG00000186300
M06527	ZNF675_01	ZNF675	ZNF675	ENSG00000197372
M06528	ZNF527_02	ZNF527	ZNF527	ENSG00000189164
M06529	ZNF596_01	ZNF596	ZNF596	ENSG00000172748
M06530	ZNF596_02	ZNF596	ZNF596	ENSG00000172748
M06531	ZNF555_02	ZNF555	ZNF555	ENSG00000186300
M06532	GIOT1_02	GIOT-1	ZNF461	ENSG00000197808
M06533	ZNF563_01	ZNF563	ZNF563	ENSG00000188868
M06534	ZNF563_02	ZNF563	ZNF563	ENSG00000188868
M06535	ZNF555_03	ZNF555	ZNF555	ENSG00000186300
M06536	ZNF540_01	znf540	ZNF540	ENSG00000171817
M06537	CTCFL_03	CTCFL	CTCFL	ENSG00000124092
M06538	ZNF680_01	ZNF680	ZNF680	ENSG00000173041
M06539	ZNF483_01	ZNF483	ZNF483	ENSG00000173258
M06540	ZNF540_02	znf540	ZNF540	ENSG00000171817
M06541	ZNF502_01	ZNF502	ZNF502	ENSG00000196653
M06542	ZNF502_02	ZNF502	ZNF502	ENSG00000196653
M06543	ZNF418_02	ZNF418	ZNF418	ENSG00000196724
M06544	ZFP62_05	ZFP62	BCL6B;ZFP62	ENSG00000161940;ENSG00000196670
M06545	ZNF485_01	ZNF485	ZNF485	ENSG00000198298
M06546	ZNF485_02	ZNF485	ZNF485	ENSG00000198298
M06547	ZNF675_02	ZNF675	ZNF675	ENSG00000197372
M06548	ZNF680_02	ZNF680	ZNF680	ENSG00000173041
M06549	ZNF721_06	ZNF721	ZNF721	ENSG00000182903
